Word,Seq_num,Word Count,Word Proportion,Average Proportion,Std Dev,Doc Count,Negative,Positive,Uncertainty,Litigious,Strong_Modal,Weak_Modal,Constraining,Complexity,Syllables,Source
CORNERED,16065,212,8.04E-09,5.76E-09,7.32E-07,122,0,0,0,0,0,0,0,0,2,12of12inf
CORNERING,16066,195,7.39E-09,6.98E-09,2.58E-06,126,0,0,0,0,0,0,0,0,3,12of12inf
CORNERS,16067,62057,2.35E-06,1.68E-06,4.80E-05,8602,0,0,0,0,0,0,0,0,2,12of12inf
CORNERSTONE,16068,59221,2.24E-06,2.05E-06,5.92E-05,17639,0,0,0,0,0,0,0,0,3,12of12inf
CORNERSTONES,16069,1827,6.93E-08,4.51E-08,2.33E-06,1339,0,0,0,0,0,0,0,0,3,12of12inf
CORNET,16070,403,1.53E-08,1.97E-08,3.97E-06,152,0,0,0,0,0,0,0,0,2,12of12inf
CORNETS,16071,23,8.72E-10,6.81E-10,1.86E-07,20,0,0,0,0,0,0,0,0,2,12of12inf
CORNFLAKES,16072,2,7.58E-11,2.04E-11,1.66E-08,2,0,0,0,0,0,0,0,0,2,12of12inf
CORNFLOWER,16073,6,2.27E-10,2.06E-10,1.12E-07,5,0,0,0,0,0,0,0,0,3,12of12inf
CORNFLOWERS,16074,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12of12inf
CORNICE,16075,213,8.07E-09,3.94E-09,6.43E-07,124,0,0,0,0,0,0,0,0,2,12of12inf
CORNICES,16076,140,5.31E-09,2.67E-09,3.91E-07,118,0,0,0,0,0,0,0,0,3,12of12inf
CORNIER,16077,9,3.41E-10,2.53E-10,1.42E-07,7,0,0,0,0,0,0,0,0,3,12of12inf
CORNIEST,16078,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12of12inf
CORNILY,16079,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12of12inf
CORNINESS,16080,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12of12inf
CORNINESSES,16081,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12of12inf
CORNING,16082,33576,1.27E-06,1.21E-06,6.12E-05,6494,0,0,0,0,0,0,0,0,2,12of12inf
CORNMEAL,16083,44,1.67E-09,1.36E-09,3.05E-07,35,0,0,0,0,0,0,0,0,2,12of12inf
CORNMEALS,16084,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12of12inf
CORNROW,16085,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12of12inf
CORNROWED,16086,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12of12inf
CORNROWING,16087,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12of12inf
CORNROWS,16088,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12of12inf
CORNS,16089,597,2.26E-08,1.60E-08,2.13E-06,225,0,0,0,0,0,0,0,0,1,12of12inf
CORNSTALK,16090,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12of12inf
CORNSTALKS,16091,4,1.52E-10,9.39E-11,6.07E-08,4,0,0,0,0,0,0,0,0,2,12of12inf
CORNSTARCH,16092,1224,4.64E-08,5.32E-08,9.59E-06,154,0,0,0,0,0,0,0,0,2,12of12inf
CORNSTARCHES,16093,6,2.27E-10,1.95E-10,1.26E-07,3,0,0,0,0,0,0,0,0,3,12of12inf
CORNUCOPIA,16094,1152,4.37E-08,5.55E-08,7.13E-06,335,0,0,0,0,0,0,0,0,5,12of12inf
CORNUCOPIAS,16095,3,1.14E-10,7.92E-11,5.42E-08,3,0,0,0,0,0,0,0,0,5,12of12inf
CORNY,16096,41,1.55E-09,4.77E-10,1.96E-07,14,0,0,0,0,0,0,0,0,2,12of12inf
COROLLA,16097,1207,4.58E-08,4.52E-08,9.21E-06,265,0,0,0,0,0,0,0,0,3,12of12inf
COROLLARIES,16098,166,6.29E-09,2.69E-09,4.06E-07,144,0,0,0,0,0,0,0,0,4,12of12inf
COROLLARY,16099,3179,1.20E-07,9.59E-08,3.46E-06,2489,0,0,0,0,0,0,0,0,4,12of12inf
COROLLAS,16100,1,3.79E-11,2.37E-11,2.65E-08,1,0,0,0,0,0,0,0,0,3,12of12inf
CORONA,16101,18070,6.85E-07,7.54E-07,2.68E-05,5614,0,0,0,0,0,0,0,0,3,12of12inf
CORONAE,16102,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12of12inf
CORONAL,16103,178,6.75E-09,3.41E-09,4.27E-07,131,0,0,0,0,0,0,0,0,3,12of12inf
CORONALS,16104,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12of12inf
CORONARIES,16105,38,1.44E-09,7.38E-10,1.85E-07,31,0,0,0,0,0,0,0,0,4,12of12inf
CORONARY,16106,48576,1.84E-06,1.59E-06,3.75E-05,9419,0,0,0,0,0,0,0,0,4,12of12inf
CORONAS,16107,31,1.18E-09,3.17E-09,9.72E-07,22,0,0,0,0,0,0,0,0,3,12of12inf
CORONATION,16108,672,2.55E-08,2.77E-08,5.76E-06,163,0,0,0,0,0,0,0,0,4,12of12inf
CORONATIONS,16109,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12of12inf
CORONAVIRUS,16110,180547,6.84E-06,6.15E-06,4.64E-05,63995,0,0,0,0,0,0,0,0,5,10K_2020
CORONAVIRUSES,16111,2266,8.59E-08,5.95E-08,4.27E-06,666,0,0,0,0,0,0,0,0,6,10K_2020
CORONER,16112,141,5.34E-09,3.29E-09,6.34E-07,90,0,0,0,0,0,0,0,0,3,12of12inf
CORONERS,16113,43,1.63E-09,1.08E-09,1.99E-07,43,0,0,0,0,0,0,0,0,3,12of12inf
CORONET,16114,1588,6.02E-08,1.01E-07,1.44E-05,326,0,0,0,0,0,0,0,0,3,12of12inf
CORONETS,16115,1,3.79E-11,1.95E-11,2.18E-08,1,0,0,0,0,0,0,0,0,3,12of12inf
CORP,16116,2723965,0.000103249,8.20E-05,0.00055167,240804,0,0,0,0,0,0,0,0,1,10K_2008
CORPORA,16117,3366,1.28E-07,1.17E-07,7.13E-06,1916,0,0,0,0,0,0,0,0,3,12of12inf
CORPORAL,16118,263,9.97E-09,5.67E-09,7.59E-07,175,0,0,0,0,0,0,0,0,3,12of12inf
CORPORALS,16119,6,2.27E-10,1.27E-10,8.61E-08,5,0,0,0,0,0,0,0,0,3,12of12inf
CORPORATE,16120,11078225,0.000419909,0.000399149,0.000527685,1013560,0,0,0,0,0,0,0,0,3,12of12inf
CORPORATELY,16121,2062,7.82E-08,1.47E-07,1.24E-05,862,0,0,0,0,0,0,0,0,4,12of12inf
CORPORATEWIDE,16122,132,5.00E-09,4.90E-09,9.06E-07,122,0,0,0,0,0,0,0,0,4,10K_2018
CORPORATION,16123,28772865,0.001090606,0.001014082,0.001957095,1003778,0,0,0,0,0,0,0,0,4,12of12inf
CORPORATIONS,16124,820231,3.11E-05,2.64E-05,0.000104599,279678,0,0,0,0,0,0,0,0,4,12of12inf
CORPOREAL,16125,1340,5.08E-08,2.42E-08,2.51E-06,618,0,0,0,0,0,0,0,0,4,12of12inf
CORPOREALITIES,16126,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12of12inf
CORPOREALITY,16127,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12of12inf
CORPOREALLY,16128,20,7.58E-10,5.03E-10,1.93E-07,10,0,0,0,0,0,0,0,0,5,12of12inf
CORPS,16129,50480,1.91E-06,1.44E-06,2.84E-05,18292,0,0,0,0,0,0,0,0,1,12of12inf
CORPSE,16130,9,3.41E-10,1.69E-10,9.56E-08,9,0,0,0,0,0,0,0,0,1,12of12inf
CORPSES,16131,84,3.18E-09,2.22E-09,6.67E-07,34,0,0,0,0,0,0,0,0,2,12of12inf
CORPSMAN,16132,48,1.82E-09,2.97E-09,9.10E-07,45,0,0,0,0,0,0,0,0,2,12of12inf
CORPSMEN,16133,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12of12inf
CORPULENCE,16134,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12of12inf
CORPULENCES,16135,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12of12inf
CORPULENT,16136,17,6.44E-10,5.51E-10,2.13E-07,9,0,0,0,0,0,0,0,0,3,12of12inf
CORPUS,16137,88416,3.35E-06,5.84E-06,0.000118944,13978,0,0,0,0,0,0,0,0,2,12of12inf
CORPUSCLE,16138,6,2.27E-10,1.67E-10,8.45E-08,6,0,0,0,0,0,0,0,0,3,12of12inf
CORPUSCLES,16139,2,7.58E-11,1.19E-10,9.74E-08,2,0,0,0,0,0,0,0,0,3,12of12inf
CORPUSCULAR,16140,95,3.60E-09,1.27E-09,3.06E-07,37,0,0,0,0,0,0,0,0,4,12of12inf
CORPUSES,16141,5,1.90E-10,2.39E-10,1.79E-07,4,0,0,0,0,0,0,0,0,3,12of12inf
CORRAL,16142,11899,4.51E-07,6.58E-07,3.61E-05,1464,0,0,0,0,0,0,0,0,2,12of12inf
CORRALLED,16143,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12of12inf
CORRALLING,16144,21,7.96E-10,8.54E-10,2.16E-07,21,0,0,0,0,0,0,0,0,3,12of12inf
CORRALS,16145,245,9.29E-09,1.37E-08,2.15E-06,111,0,0,0,0,0,0,0,0,2,12of12inf
CORRECT,16146,1181278,4.48E-05,3.20E-05,0.000123535,319651,0,0,0,0,0,0,0,0,2,12of12inf
CORRECTABLE,16147,2782,1.05E-07,7.43E-08,3.22E-06,1895,0,0,0,0,0,0,0,0,4,12of12inf
CORRECTED,16148,209828,7.95E-06,8.18E-06,5.95E-05,117294,2009,0,0,0,0,0,0,0,3,12of12inf
CORRECTER,16149,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12of12inf
CORRECTEST,16150,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12of12inf
CORRECTING,16151,52915,2.01E-06,2.37E-06,3.42E-05,36813,2009,0,0,0,0,0,0,0,3,12of12inf
CORRECTION,16152,265531,1.01E-05,9.23E-06,6.84E-05,119946,2009,0,0,0,0,0,0,0,3,12of12inf
CORRECTIONAL,16153,47087,1.78E-06,1.75E-06,7.19E-05,4726,0,0,0,0,0,0,0,0,4,12of12inf
CORRECTIONS,16154,259709,9.84E-06,1.11E-05,6.52E-05,127907,2009,0,0,0,0,0,0,0,3,12of12inf
CORRECTIVE,16155,560378,2.12E-05,2.84E-05,0.000102907,215758,0,0,0,0,0,0,0,0,3,12of12inf
CORRECTIVES,16156,18,6.82E-10,6.89E-10,3.44E-07,12,0,0,0,0,0,0,0,0,3,12of12inf
CORRECTLY,16157,106582,4.04E-06,3.34E-06,3.35E-05,67651,0,0,0,0,0,0,0,0,3,12of12inf
CORRECTNESS,16158,40189,1.52E-06,5.50E-07,7.72E-06,19280,0,0,0,0,0,0,0,0,3,12of12inf
CORRECTNESSES,16159,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12of12inf
CORRECTS,16160,7774,2.95E-07,4.91E-07,2.32E-05,5773,2009,0,0,0,0,0,0,0,2,12of12inf
CORRELATE,16161,46772,1.77E-06,1.44E-06,1.36E-05,31454,0,0,0,0,0,0,0,0,3,12of12inf
CORRELATED,16162,73381,2.78E-06,2.10E-06,1.63E-05,46878,0,0,0,0,0,0,0,0,4,12of12inf
CORRELATES,16163,18989,7.20E-07,6.33E-07,9.78E-06,13545,0,0,0,0,0,0,0,0,3,12of12inf
CORRELATING,16164,5129,1.94E-07,1.62E-07,4.81E-06,4064,0,0,0,0,0,0,0,0,4,12of12inf
CORRELATION,16165,153082,5.80E-06,4.86E-06,3.12E-05,84483,0,0,0,0,0,0,0,0,4,12of12inf
CORRELATIONS,16166,21789,8.26E-07,5.31E-07,7.02E-06,14328,0,0,0,0,0,0,0,0,4,12of12inf
CORRELATIVE,16167,62877,2.38E-06,7.85E-07,8.78E-06,32383,0,0,0,0,0,0,0,0,4,12of12inf
CORRELATIVES,16168,247,9.36E-09,4.19E-09,9.30E-07,143,0,0,0,0,0,0,0,0,4,12of12inf
CORRESPOND,16169,102552,3.89E-06,3.32E-06,2.84E-05,64688,0,0,0,0,0,0,0,0,3,12of12inf
CORRESPONDED,16170,7524,2.85E-07,2.67E-07,6.45E-06,5587,0,0,0,0,0,0,0,0,4,12of12inf
CORRESPONDENCE,16171,154235,5.85E-06,3.87E-06,3.40E-05,76131,0,0,0,0,0,0,0,0,4,12of12inf
CORRESPONDENCES,16172,1519,5.76E-08,3.47E-08,1.91E-06,1007,0,0,0,0,0,0,0,0,5,12of12inf
CORRESPONDENT,16173,171131,6.49E-06,6.14E-06,5.96E-05,53657,0,0,0,0,0,0,0,0,4,12of12inf
CORRESPONDENTS,16174,22950,8.70E-07,6.01E-07,1.64E-05,9299,0,0,0,0,0,0,0,0,4,12of12inf
CORRESPONDING,16175,2220898,8.42E-05,9.18E-05,0.000296177,543831,0,0,0,0,0,0,0,0,4,12of12inf
CORRESPONDINGLY,16176,67486,2.56E-06,2.54E-06,2.54E-05,48812,0,0,0,0,0,0,0,0,5,12of12inf
CORRESPONDS,16177,69496,2.63E-06,2.38E-06,2.15E-05,47006,0,0,0,0,0,0,0,0,3,12of12inf
CORRIDOR,16178,59281,2.25E-06,1.51E-06,2.63E-05,21743,0,0,0,0,0,0,0,0,3,12of12inf
CORRIDORS,16179,29566,1.12E-06,5.66E-07,1.06E-05,11393,0,0,0,0,0,0,0,0,3,12of12inf
CORROBORATE,16180,13980,5.30E-07,3.27E-07,4.94E-06,9925,0,0,0,0,0,0,0,0,4,12of12inf
CORROBORATED,16181,167214,6.34E-06,6.21E-06,2.54E-05,117362,0,0,0,0,0,0,0,0,5,12of12inf
CORROBORATES,16182,2866,1.09E-07,6.33E-08,2.01E-06,2181,0,0,0,0,0,0,0,0,4,12of12inf
CORROBORATING,16183,4543,1.72E-07,1.17E-07,2.96E-06,3370,0,0,0,0,0,0,0,0,5,12of12inf
CORROBORATION,16184,12077,4.58E-07,4.24E-07,5.71E-06,10689,0,0,0,0,0,0,0,0,5,12of12inf
CORROBORATIONS,16185,34,1.29E-09,1.08E-09,2.64E-07,33,0,0,0,0,0,0,0,0,5,12of12inf
CORROBORATIVE,16186,1222,4.63E-08,2.79E-08,1.47E-06,1021,0,0,0,0,0,0,0,0,5,12of12inf
CORROBORATOR,16187,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12of12inf
CORROBORATORS,16188,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12of12inf
CORROBORATORY,16189,22,8.34E-10,4.80E-10,1.54E-07,17,0,0,0,0,0,0,0,0,6,12of12inf
CORRODE,16190,481,1.82E-08,1.57E-08,1.26E-06,392,0,0,0,0,0,0,0,0,2,12of12inf
CORRODED,16191,329,1.25E-08,1.10E-08,1.05E-06,258,0,0,0,0,0,0,0,0,3,12of12inf
CORRODES,16192,97,3.68E-09,4.76E-09,7.37E-07,88,0,0,0,0,0,0,0,0,2,12of12inf
CORRODING,16193,181,6.86E-09,1.39E-08,1.56E-06,152,0,0,0,0,0,0,0,0,3,12of12inf
CORROSION,16194,41928,1.59E-06,1.29E-06,2.83E-05,14759,0,0,0,0,0,0,0,0,3,12of12inf
CORROSIONS,16195,33,1.25E-09,2.17E-09,6.20E-07,33,0,0,0,0,0,0,0,0,3,12of12inf
CORROSIVE,16196,10676,4.05E-07,2.89E-07,6.31E-06,7496,0,0,0,0,0,0,0,0,3,12of12inf
CORROSIVELY,16197,2,7.58E-11,2.53E-11,2.06E-08,2,0,0,0,0,0,0,0,0,4,12of12inf
CORROSIVES,16198,424,1.61E-08,1.04E-08,8.10E-07,369,0,0,0,0,0,0,0,0,3,12of12inf
CORROSIVITY,16199,1838,6.97E-08,2.32E-08,1.18E-06,1591,0,0,0,0,0,0,0,0,5,10K_2010
CORRUGATE,16200,671,2.54E-08,1.67E-08,1.32E-06,427,0,0,0,0,0,0,0,0,3,12of12inf
CORRUGATED,16201,39573,1.50E-06,1.64E-06,5.23E-05,6579,0,0,0,0,0,0,0,0,4,12of12inf
CORRUGATES,16202,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12of12inf
CORRUGATING,16203,5785,2.19E-07,2.24E-07,1.53E-05,940,0,0,0,0,0,0,0,0,4,12of12inf
CORRUGATION,16204,136,5.15E-09,4.15E-09,1.25E-06,62,0,0,0,0,0,0,0,0,4,12of12inf
CORRUGATIONS,16205,36,1.36E-09,3.36E-10,9.02E-08,23,0,0,0,0,0,0,0,0,4,12of12inf
CORRUGATOR,16206,1217,4.61E-08,3.95E-08,6.37E-06,220,0,0,0,0,0,0,0,0,4,10K_2010
CORRUPT,16207,134066,5.08E-06,2.63E-06,1.55E-05,74622,2009,0,0,0,0,0,0,0,2,12of12inf
CORRUPTED,16208,2523,9.56E-08,5.74E-08,2.99E-06,2194,2009,0,0,0,0,0,0,0,3,12of12inf
CORRUPTER,16209,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12of12inf
CORRUPTEST,16210,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12of12inf
CORRUPTIBILITIES,16211,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12of12inf
CORRUPTIBILITY,16212,32,1.21E-09,5.15E-10,1.11E-07,31,0,0,0,0,0,0,0,0,6,12of12inf
CORRUPTIBLE,16213,18,6.82E-10,2.15E-10,7.50E-08,14,0,0,0,0,0,0,0,0,4,12of12inf
CORRUPTING,16214,2849,1.08E-07,4.88E-08,1.38E-06,2690,2009,0,0,0,0,0,0,0,3,12of12inf
CORRUPTION,16215,152767,5.79E-06,2.53E-06,1.59E-05,60564,2009,0,0,0,0,0,0,0,3,12of12inf
CORRUPTIONS,16216,179,6.78E-09,3.06E-09,3.16E-07,155,2009,0,0,0,0,0,0,0,3,12of12inf
CORRUPTIVE,16217,233,8.83E-09,5.30E-09,4.84E-07,232,0,0,0,0,0,0,0,0,0,10K_2014
CORRUPTLY,16218,1717,6.51E-08,2.34E-08,8.80E-07,1461,2009,0,0,0,0,0,0,0,3,12of12inf
CORRUPTNESS,16219,5,1.90E-10,1.34E-10,7.26E-08,5,2009,0,0,0,0,0,0,0,3,12of12inf
CORRUPTNESSES,16220,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12of12inf
CORRUPTS,16221,139,5.27E-09,2.87E-09,5.33E-07,126,0,0,0,0,0,0,0,0,2,12of12inf
CORSAGE,16222,30,1.14E-09,8.98E-10,2.96E-07,21,0,0,0,0,0,0,0,0,2,12of12inf
CORSAGES,16223,9,3.41E-10,7.92E-10,3.01E-07,9,0,0,0,0,0,0,0,0,3,12of12inf
CORSAIR,16224,4047,1.53E-07,1.48E-07,1.42E-05,734,0,0,0,0,0,0,0,0,2,12of12inf
CORSAIRS,16225,12,4.55E-10,3.92E-10,1.30E-07,12,0,0,0,0,0,0,0,0,2,12of12inf
CORSET,16226,27,1.02E-09,3.17E-09,1.14E-06,16,0,0,0,0,0,0,0,0,2,12of12inf
CORSETED,16227,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12of12inf
CORSETING,16228,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12of12inf
CORSETS,16229,37,1.40E-09,1.16E-09,3.38E-07,27,0,0,0,0,0,0,0,0,2,12of12inf
CORTEGE,16230,2,7.58E-11,2.44E-11,1.94E-08,2,0,0,0,0,0,0,0,0,2,12of12inf
CORTEGES,16231,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12of12inf
CORTEX,16232,4720,1.79E-07,1.52E-07,1.93E-05,1230,0,0,0,0,0,0,0,0,2,12of12inf
CORTEXES,16233,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12of12inf
CORTICAL,16234,6388,2.42E-07,1.72E-07,1.87E-05,894,0,0,0,0,0,0,0,0,3,12of12inf
CORTICES,16235,95,3.60E-09,3.81E-09,8.46E-07,46,0,0,0,0,0,0,0,0,3,12of12inf
CORTICOSTEROID,16236,5347,2.03E-07,1.09E-07,3.86E-06,2147,0,0,0,0,0,0,0,0,5,10K_2012
CORTICOSTEROIDS,16237,7334,2.78E-07,1.27E-07,3.93E-06,3056,0,0,0,0,0,0,0,0,5,10K_2012
CORTISONE,16238,99,3.75E-09,2.23E-09,4.07E-07,78,0,0,0,0,0,0,0,0,3,12of12inf
CORTISONES,16239,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12of12inf
CORUNDUM,16240,333,1.26E-08,1.39E-08,1.92E-06,108,0,0,0,0,0,0,0,0,3,12of12inf
CORUNDUMS,16241,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12of12inf
CORUSCATE,16242,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12of12inf
CORUSCATED,16243,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12of12inf
CORUSCATES,16244,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12of12inf
CORUSCATING,16245,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12of12inf
CORUSCATION,16246,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12of12inf
CORUSCATIONS,16247,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12of12inf
CORVETTE,16248,1536,5.82E-08,5.42E-08,5.19E-06,536,0,0,0,0,0,0,0,0,2,12of12inf
CORVETTES,16249,57,2.16E-09,1.99E-09,4.82E-07,45,0,0,0,0,0,0,0,0,2,12of12inf
COS,16250,24334,9.22E-07,7.56E-07,2.57E-05,5127,0,0,0,0,0,0,0,0,1,12of12inf
COSES,16251,4,1.52E-10,7.61E-11,5.34E-08,4,0,0,0,0,0,0,0,0,2,12of12inf
COSIER,16252,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12of12inf
COSIES,16253,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12of12inf
COSIEST,16254,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12of12inf
COSIGN,16255,70,2.65E-09,1.82E-09,4.28E-07,57,0,0,0,0,0,0,0,0,2,12of12inf
COSIGNATORIES,16256,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12of12inf
COSIGNATORY,16257,14,5.31E-10,2.42E-10,1.11E-07,12,0,0,0,0,0,0,0,0,5,12of12inf
COSIGNED,16258,253,9.59E-09,8.40E-09,9.41E-07,188,0,0,0,0,0,0,0,0,2,12of12inf
COSIGNER,16259,2338,8.86E-08,5.28E-08,4.35E-06,552,0,0,0,0,0,0,0,0,3,12of12inf
COSIGNERS,16260,504,1.91E-08,9.65E-09,9.53E-07,209,0,0,0,0,0,0,0,0,3,12of12inf
COSIGNING,16261,94,3.56E-09,4.21E-09,1.41E-06,31,0,0,0,0,0,0,0,0,3,12of12inf
COSIGNS,16262,5,1.90E-10,9.19E-11,6.47E-08,3,0,0,0,0,0,0,0,0,2,12of12inf
COSILY,16263,1,3.79E-11,6.45E-12,7.21E-09,1,0,0,0,0,0,0,0,0,3,12of12inf
COSINE,16264,4052,1.54E-07,1.50E-07,2.82E-05,237,0,0,0,0,0,0,0,0,2,12of12inf
COSINES,16265,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12of12inf
COSINESS,16266,1,3.79E-11,6.00E-11,6.71E-08,1,0,0,0,0,0,0,0,0,3,12of12inf
COSINESSES,16267,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12of12inf
COSMECEUTICAL,16268,4588,1.74E-07,2.29E-07,1.54E-05,1024,0,0,0,0,0,0,0,0,5,10K_2012
COSMETIC,16269,116044,4.40E-06,3.89E-06,4.82E-05,50991,0,0,0,0,0,0,0,0,3,12of12inf
COSMETICALLY,16270,681,2.58E-08,2.61E-08,2.04E-06,523,0,0,0,0,0,0,0,0,4,12of12inf
COSMETICIAN,16271,5,1.90E-10,3.02E-10,2.47E-07,3,0,0,0,0,0,0,0,0,4,12of12inf
COSMETICIANS,16272,6,2.27E-10,4.02E-10,2.41E-07,5,0,0,0,0,0,0,0,0,4,12of12inf
COSMETICS,16273,67034,2.54E-06,2.68E-06,4.93E-05,19264,0,0,0,0,0,0,0,0,3,12of12inf
COSMETOLOGIES,16274,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12of12inf
COSMETOLOGIST,16275,87,3.30E-09,8.76E-09,1.54E-06,72,0,0,0,0,0,0,0,0,5,12of12inf
COSMETOLOGISTS,16276,155,5.88E-09,6.65E-09,9.26E-07,122,0,0,0,0,0,0,0,0,5,12of12inf
COSMETOLOGY,16277,1154,4.37E-08,4.22E-08,4.48E-06,362,0,0,0,0,0,0,0,0,5,12of12inf
COSMIC,16278,2493,9.45E-08,8.22E-08,8.55E-06,504,0,0,0,0,0,0,0,0,2,12of12inf
COSMICALLY,16279,4,1.52E-10,5.57E-11,3.15E-08,4,0,0,0,0,0,0,0,0,3,12of12inf
COSMOGONIES,16280,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12of12inf
COSMOGONIST,16281,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12of12inf
COSMOGONISTS,16282,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12of12inf
COSMOGONY,16283,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12of12inf
COSMOLOGICAL,16284,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12of12inf
COSMOLOGIES,16285,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12of12inf
COSMOLOGIST,16286,1,3.79E-11,4.66E-11,5.21E-08,1,0,0,0,0,0,0,0,0,4,12of12inf
COSMOLOGISTS,16287,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12of12inf
COSMOLOGY,16288,18,6.82E-10,7.53E-10,2.05E-07,18,0,0,0,0,0,0,0,0,4,12of12inf
COSMONAUT,16289,35,1.33E-09,1.21E-09,3.18E-07,20,0,0,0,0,0,0,0,0,3,12of12inf
COSMONAUTS,16290,32,1.21E-09,6.93E-10,2.02E-07,22,0,0,0,0,0,0,0,0,3,12of12inf
COSMOPOLITAN,16291,4523,1.71E-07,2.12E-07,2.22E-05,1082,0,0,0,0,0,0,0,0,5,12of12inf
COSMOPOLITANISM,16292,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12of12inf
COSMOPOLITANISMS,16293,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12of12inf
COSMOPOLITANS,16294,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12of12inf
COSMOS,16295,4156,1.58E-07,1.44E-07,1.18E-05,998,0,0,0,0,0,0,0,0,2,12of12inf
COSMOSES,16296,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12of12inf
COSPONSOR,16297,63,2.39E-09,2.51E-09,9.02E-07,50,0,0,0,0,0,0,0,0,3,12of12inf
COSPONSORED,16298,113,4.28E-09,4.70E-09,7.90E-07,97,0,0,0,0,0,0,0,0,3,12of12inf
COSPONSORING,16299,22,8.34E-10,2.52E-09,2.14E-06,7,0,0,0,0,0,0,0,0,4,12of12inf
COSPONSORS,16300,69,2.62E-09,1.29E-09,2.44E-07,59,0,0,0,0,0,0,0,0,3,12of12inf
COSSET,16301,25,9.48E-10,4.76E-10,1.51E-07,17,0,0,0,0,0,0,0,0,2,12of12inf
COSSETED,16302,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12of12inf
COSSETING,16303,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12of12inf
COSSETS,16304,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12of12inf
COST,16305,26849307,0.001017695,0.001092391,0.000889173,1128761,0,0,0,0,0,0,0,0,1,12of12inf
COSTAR,16306,17207,6.52E-07,5.11E-07,4.38E-05,967,0,0,0,0,0,0,0,0,2,12of12inf
COSTARRED,16307,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12of12inf
COSTARRING,16308,2,7.58E-11,2.29E-11,1.81E-08,2,0,0,0,0,0,0,0,0,3,12of12inf
COSTARS,16309,140,5.31E-09,3.11E-09,1.06E-06,17,0,0,0,0,0,0,0,0,2,12of12inf
